index,country,year,gdp,infrate,trade,schooling,invest60,invest70,invest80,industry
2,UK,1970,3.615,6.361893177,45.24773788,28.89999962,NA,NA,NA,NA
2,UK,1971,3.854,9.407875061,44.9333992,NA,NA,NA,NA,43.07859039
2,UK,1972,4.149,7.087912083,43.55904388,NA,NA,NA,NA,42.56008148
2,UK,1973,4.683,9.209851265,49.80358124,NA,NA,NA,NA,42.13539886
2,UK,1974,5.036,15.90322018,60.96212006,NA,NA,NA,NA,41.62374878
2,UK,1975,5.481,24.23508072,53.56206131,31,NA,NA,NA,40.48817825
2,UK,1976,5.953,16.53255081,58.16978836,NA,NA,NA,NA,41.08992004
2,UK,1977,6.489,15.88197994,59.42041779,NA,NA,NA,NA,41.33041
2,UK,1978,7.176,8.21596241,55.65679169,NA,NA,NA,NA,41.46580887
2,UK,1979,7.973,13.46570969,55.69035339,NA,NA,NA,NA,41.82387161
2,UK,1980,8.502,17.97059059,52.32687378,32.90000153,0.200800002,0.226019993,17.58799934,42.34629822
2,UK,1981,9.161,11.87983036,50.51420975,NA,NA,NA,NA,41.89466095
2,UK,1982,9.917,8.590529442,50.75240707,NA,NA,NA,NA,41.49169159
2,UK,1983,10.669,4.607017994,52.09130096,NA,NA,NA,NA,40.90145111
2,UK,1984,11.336,4.953409195,57.00432968,NA,NA,NA,NA,40.38235855
2,UK,1985,12.068,6.065421104,56.62236404,35.70000076,NA,NA,NA,39.76277924
2,UK,1986,12.795,3.427614927,52.05639648,NA,NA,NA,NA,39.13433838
2,UK,1987,13.717,4.148918152,51.93616486,NA,NA,NA,NA,38.03052139
2,UK,1988,14.864,4.907976151,49.64918137,NA,NA,NA,NA,37.21298981
2,UK,1989,15.716,7.797270775,51.64562988,NA,NA,NA,NA,36.62966919
2,UK,1990,16.397,9.475587845,51.46746063,38.5,NA,NA,NA,35.17424011
2,UK,1991,16.681,5.853981018,48.2093811,NA,NA,NA,NA,33.12701035
2,UK,1992,17.069,3.732600927,49.34975815,NA,NA,NA,NA,31.88966942
2,UK,1993,17.845,1.564473987,52.59363174,NA,NA,NA,NA,31.27092934
2,UK,1994,18.975,2.476449966,54.25775909,NA,NA,NA,NA,31.69333076
2,UK,1995,19.86,3.41099596,57.89683914,39.90000153,NA,NA,NA,31.99648094
2,UK,1996,20.923,2.448705912,59.84957886,NA,NA,NA,NA,31.86725998
2,UK,1997,22.28,3.13233304,57.8405304,NA,NA,NA,NA,31.0741291
2,UK,1998,23.206,3.418169975,55.98906326,NA,NA,NA,NA,29.46092033
2,UK,1999,23.959,1.555384994,NA,NA,NA,NA,NA,28.59877014
2,UK,2000,25.583,2.927099943,NA,39.09999847,NA,NA,NA,28.47661018
2,UK,2001,27.026,1.820852041,NA,NA,NA,NA,NA,27.47551918
2,UK,2002,28.969,1.634457946,NA,NA,NA,NA,NA,26.99037933
2,UK,2003,29.609,2.913631916,NA,NA,NA,NA,NA,26.59016037
3,Austria,1960,1.796,NA,48.12609482,48.70000076,NA,NA,NA,NA
3,Austria,1961,1.899,3.542256117,46.52595901,NA,NA,NA,NA,NA
3,Austria,1962,1.977,4.381784916,47.17101288,NA,NA,NA,NA,NA
3,Austria,1963,2.074,2.708770037,47.97725296,NA,NA,NA,NA,NA
3,Austria,1964,2.224,3.868571043,48.41509628,NA,NA,NA,NA,NA
3,Austria,1965,2.336,4.930911064,49.61330032,47.59999847,NA,NA,NA,NA
3,Austria,1966,2.537,2.205882072,50.31641006,NA,NA,NA,NA,NA
3,Austria,1967,2.668,3.974999905,49.68385315,NA,NA,NA,NA,NA
3,Austria,1968,2.908,2.773102999,50.41091537,NA,NA,NA,NA,NA
3,Austria,1969,3.239,3.080401897,54.23251343,NA,NA,NA,NA,NA
3,Austria,1970,3.732,4.372825146,59.71196365,46.5,NA,NA,NA,NA
3,Austria,1971,4.1,4.70426178,59.18536758,NA,NA,NA,NA,41.21850967
3,Austria,1972,4.513,6.362062931,59.09091949,NA,NA,NA,NA,41.52563095
3,Austria,1973,4.969,7.524082184,59.26242828,NA,NA,NA,NA,42.23682022
3,Austria,1974,5.622,9.521791458,64.81172943,NA,NA,NA,NA,42.26026917
3,Austria,1975,6.147,8.44525528,61.59815216,45.59999847,NA,NA,NA,40.1281395
3,Austria,1976,6.81,7.318688869,65.17086792,NA,NA,NA,NA,39.39789963
3,Austria,1977,7.588,5.474999905,65.20968628,NA,NA,NA,NA,39.05883026
3,Austria,1978,8.117,3.579046965,64.74066925,NA,NA,NA,NA,39.23564911
3,Austria,1979,9.288,3.707093954,69.69871521,NA,NA,NA,NA,38.17720032
3,Austria,1980,10.312,6.325389862,73.99585724,61.79999924,0.263379991,0.311040014,26.6420002,38.09646988
3,Austria,1981,11.242,6.806861877,76.07967377,NA,NA,NA,NA,37.83084869
3,Austria,1982,12.148,5.440413952,71.68455505,NA,NA,NA,NA,36.90459061
3,Austria,1983,13.048,3.335381031,70.53411102,NA,NA,NA,NA,36.41043091
3,Austria,1984,13.533,5.664864063,75.51269531,NA,NA,NA,NA,35.23595047
3,Austria,1985,14.296,3.189693928,79.06573486,60,NA,NA,NA,35.58243942
3,Austria,1986,14.921,1.700921059,70.92528534,NA,NA,NA,NA,35.29153061
3,Austria,1987,15.549,1.399999976,69.63399506,NA,NA,NA,NA,34.79196167
3,Austria,1988,16.595,1.931295037,74.93547058,NA,NA,NA,NA,34.58338928
3,Austria,1989,17.768,2.563895941,78.90684509,NA,NA,NA,NA,34.1114502
3,Austria,1990,19.07,3.262321949,79.02966309,57.90000153,NA,NA,NA,34.11053085
3,Austria,1991,20.172,3.334347963,78.76909637,NA,NA,NA,NA,33.98060989
3,Austria,1992,20.96,4.029763222,76.0029068,NA,NA,NA,NA,33.0332489
3,Austria,1993,21.22,3.625806093,73.35832977,NA,NA,NA,NA,32.18622971
3,Austria,1994,22.139,2.95906496,75.14964294,NA,NA,NA,NA,32.13827896
3,Austria,1995,22.976,2.250099897,77.78494263,55.70000076,NA,NA,NA,32.44964981
3,Austria,1996,24.008,1.843557,80.74391937,NA,NA,NA,NA,32.29561996
3,Austria,1997,24.472,1.325000048,85.25792694,NA,NA,NA,NA,32.7269783
3,Austria,1998,25.314,0.904679716,NA,NA,NA,NA,NA,32.84259033
3,Austria,1999,26.558,0.56239301,NA,NA,NA,NA,NA,32.90002823
3,Austria,2000,28.359,2.35046196,NA,55,NA,NA,NA,32.77484894
3,Austria,2001,28.855,2.659961939,NA,NA,NA,NA,NA,32.16859818
3,Austria,2002,29.942,1.810212016,NA,NA,NA,NA,NA,31.98477936
3,Austria,2003,30.796,1.363419056,NA,NA,NA,NA,NA,31.73712921
4,Belgium,1960,1.782,NA,77.34178162,27.10000038,NA,NA,NA,NA
4,Belgium,1961,1.883,0.983146071,80.0162735,NA,NA,NA,NA,NA
4,Belgium,1962,2.018,1.404729009,82.4377594,NA,NA,NA,NA,NA
4,Belgium,1963,2.122,2.153340101,85.66539001,NA,NA,NA,NA,NA
4,Belgium,1964,2.288,4.175618172,86.62045288,NA,NA,NA,NA,NA
4,Belgium,1965,2.414,4.059802055,85.26190948,28.5,NA,NA,NA,NA
4,Belgium,1966,2.559,4.173892021,89.37012482,NA,NA,NA,NA,NA
4,Belgium,1967,2.719,2.912852049,86.23964691,NA,NA,NA,NA,NA
4,Belgium,1968,2.958,2.703326941,90.62301636,NA,NA,NA,NA,NA
4,Belgium,1969,3.308,3.745781898,97.94963837,NA,NA,NA,NA,NA
4,Belgium,1970,3.797,3.914128065,100.4281311,28.70000076,NA,NA,NA,NA
4,Belgium,1971,4.129,4.340568066,97.97509766,NA,NA,NA,NA,42.50226974
4,Belgium,1972,4.512,5.447500229,97.54891968,NA,NA,NA,NA,41.94414902
4,Belgium,1973,5.039,6.95527792,107.7750702,NA,NA,NA,NA,42.51509094
4,Belgium,1974,5.707,12.67788982,120.5175323,NA,NA,NA,NA,43.29301071
4,Belgium,1975,6.146,12.76819992,104.7795486,30.29999924,NA,NA,NA,40.01700974
4,Belgium,1976,6.854,9.158699989,110.8381042,NA,NA,NA,NA,40.13394928
4,Belgium,1977,7.326,7.11084795,109.5375977,NA,NA,NA,NA,39.49528122
4,Belgium,1978,8.056,4.470594883,105.6856232,NA,NA,NA,NA,38.45701981
4,Belgium,1979,8.921,4.469083786,116.2898483,NA,NA,NA,NA,38.20923996
4,Belgium,1980,10.156,6.650975227,117.1687622,31.60000038,0.268640012,0.282460004,21.87599945,36.84375
4,Belgium,1981,11.079,7.628273964,126.3526306,NA,NA,NA,NA,34.46517181
4,Belgium,1982,11.827,8.725851059,134.4236603,NA,NA,NA,NA,34.40620041
4,Belgium,1983,12.334,7.663370132,137.1891327,NA,NA,NA,NA,34.14059067
4,Belgium,1984,13.113,6.347517014,146.6428528,NA,NA,NA,NA,33.48085022
4,Belgium,1985,13.735,4.867675781,140.55513,32.59999847,NA,NA,NA,34.21350098
4,Belgium,1986,14.292,1.295500994,126.7110367,NA,NA,NA,NA,33.22914886
4,Belgium,1987,15.013,1.554483056,122.6466217,NA,NA,NA,NA,32.10179901
4,Belgium,1988,16.209,1.162050962,129.2056122,NA,NA,NA,NA,32.88088989
4,Belgium,1989,17.345,3.105449915,138.3846741,NA,NA,NA,NA,33.22943115
4,Belgium,1990,18.526,3.452822924,134.0065765,32.59999847,NA,NA,NA,32.66429901
4,Belgium,1991,19.453,3.208551884,130.8264008,NA,NA,NA,NA,30.66161919
4,Belgium,1992,20.123,2.429913998,126.4359665,NA,NA,NA,NA,30.11092949
4,Belgium,1993,20.308,2.753962994,120.2379913,NA,NA,NA,NA,28.99867058
4,Belgium,1994,21.34,2.377799034,125.5378799,NA,NA,NA,NA,28.9236393
4,Belgium,1995,22.248,1.466814041,129.360672,30.5,NA,NA,NA,29.53442955
4,Belgium,1996,22.687,2.058918953,131.8749542,NA,NA,NA,NA,29.14130974
4,Belgium,1997,23.416,1.627459049,141.3143768,NA,NA,NA,NA,29.25781059
4,Belgium,1998,24.164,0.95362258,149.6824036,NA,NA,NA,NA,28.63953018
4,Belgium,1999,24.792,1.119241953,NA,NA,NA,NA,NA,27.95392036
4,Belgium,2000,26.631,2.546246052,NA,28,NA,NA,NA,28.0895195
4,Belgium,2001,28.001,2.471272945,NA,NA,NA,NA,NA,27.25737953
4,Belgium,2002,29.33,1.643453956,NA,NA,NA,NA,NA,27.01091957
4,Belgium,2003,30.082,1.591312051,NA,NA,NA,NA,NA,26.48477936
5,Denmark,1960,2.329,NA,65.78219604,46.09999847,NA,NA,NA,NA
5,Denmark,1961,2.485,3.451628923,61.5406723,NA,NA,NA,NA,NA
5,Denmark,1962,2.665,7.377820015,60.33737946,NA,NA,NA,NA,NA
5,Denmark,1963,2.7,6.105032921,60.41604233,NA,NA,NA,NA,NA
5,Denmark,1964,2.98,3.092782974,61.67810059,NA,NA,NA,NA,NA
5,Denmark,1965,3.177,5.449999809,61.38874054,45.5,NA,NA,NA,NA
5,Denmark,1966,3.377,7.064960003,59.8727417,NA,NA,NA,NA,NA
5,Denmark,1967,3.58,8.207853317,57.8547287,NA,NA,NA,NA,NA
5,Denmark,1968,3.892,7.953615189,57.87989426,NA,NA,NA,NA,NA
5,Denmark,1969,4.352,3.487931013,58.46832657,NA,NA,NA,NA,NA
5,Denmark,1970,4.541,6.514836788,60.32180786,44.5,NA,NA,NA,NA
5,Denmark,1971,4.858,5.869876862,58.49474716,NA,NA,NA,NA,31.78034019
5,Denmark,1972,5.262,6.562347889,54.94262314,NA,NA,NA,NA,31.53146935
5,Denmark,1973,5.719,9.303388596,60.46510315,NA,NA,NA,NA,30.28473091
5,Denmark,1974,6.121,15.27519989,68.13898468,NA,NA,NA,NA,29.58703995
5,Denmark,1975,6.565,9.605613708,62.65064621,44.90000153,NA,NA,NA,29.25056076
5,Denmark,1976,7.371,9,63.94929504,NA,NA,NA,NA,28.2498703
5,Denmark,1977,7.901,11.13914013,62.84295273,NA,NA,NA,NA,28.02202988
5,Denmark,1978,8.585,10.00893974,59.20885849,NA,NA,NA,NA,27.5630703
5,Denmark,1979,9.566,9.611055374,62.88594818,NA,NA,NA,NA,26.88064003
5,Denmark,1980,10.362,12.30531979,68.16064453,43.40000153,0.293440014,0.332839996,22.2179985,28.23314095
5,Denmark,1981,11.106,11.79158974,74.1873703,NA,NA,NA,NA,26.57710075
5,Denmark,1982,12.115,10.08994007,74.1342926,NA,NA,NA,NA,26.75724983
5,Denmark,1983,12.822,6.907309055,72.48873138,NA,NA,NA,NA,26.98975945
5,Denmark,1984,13.777,6.322079182,73.97858429,NA,NA,NA,NA,27.29058075
5,Denmark,1985,14.698,4.652379036,74.8504715,42.5,NA,NA,NA,27.62063026
5,Denmark,1986,15.608,3.721278906,66.16890717,NA,NA,NA,NA,28.2460804
5,Denmark,1987,16.024,3.985070944,62.58148193,NA,NA,NA,NA,27.91802025
5,Denmark,1988,16.766,4.550190926,63.532341,NA,NA,NA,NA,27.08609009
5,Denmark,1989,17.418,4.784052849,67.06668854,NA,NA,NA,NA,27.02067947
5,Denmark,1990,18.237,2.652715921,66.58467865,49.90000153,NA,NA,NA,26.54429054
5,Denmark,1991,19.07,2.367959976,68.53211212,NA,NA,NA,NA,26.16955948
5,Denmark,1992,19.829,2.101980925,66.43089294,NA,NA,NA,NA,26.34534073
5,Denmark,1993,20.199,1.250985026,63.97608948,NA,NA,NA,NA,25.1901207
5,Denmark,1994,21.691,1.99435699,65.6126709,NA,NA,NA,NA,25.3115406
5,Denmark,1995,22.693,2.098436117,66.71785736,47,NA,NA,NA,25.75750923
5,Denmark,1996,23.781,2.111360073,66.07380676,NA,NA,NA,NA,25.95112991
5,Denmark,1997,24.878,2.195791006,68.58706665,NA,NA,NA,NA,26.04515076
5,Denmark,1998,25.669,1.853178024,NA,NA,NA,NA,NA,26.00064087
5,Denmark,1999,27.113,2.478684902,NA,NA,NA,NA,NA,26.22229958
5,Denmark,2000,28.798,2.924778938,NA,46.5,NA,NA,NA,27.18490982
5,Denmark,2001,29.837,2.349999905,NA,NA,NA,NA,NA,26.28203011
5,Denmark,2002,30.318,2.426315069,NA,NA,NA,NA,NA,26.4006691
5,Denmark,2003,30.853,2.090620041,NA,NA,NA,NA,NA,26.40538979
6,France,1960,1.858,NA,26.91962242,25.70000076,NA,NA,NA,NA
6,France,1961,1.959,2.414561987,26.21154976,NA,NA,NA,NA,NA
6,France,1962,2.099,5.24725008,24.89855957,NA,NA,NA,NA,NA
6,France,1963,2.205,4.939690113,25.00590897,NA,NA,NA,NA,NA
6,France,1964,2.367,3.229337931,25.62296104,NA,NA,NA,NA,NA
6,France,1965,2.526,2.714740038,25.74950409,25.79999924,NA,NA,NA,NA
6,France,1966,2.728,2.570720911,26.4759407,NA,NA,NA,NA,NA
6,France,1967,2.915,2.818319082,26.18845749,NA,NA,NA,NA,NA
6,France,1968,3.163,4.552128792,26.57131958,NA,NA,NA,NA,NA
6,France,1969,3.531,6.039326191,28.73958015,NA,NA,NA,NA,NA
6,France,1970,3.857,5.845475197,31.08583069,26,NA,NA,NA,NA
6,France,1971,4.203,5.397513866,31.76096153,NA,NA,NA,NA,38.6492691
6,France,1972,4.535,6.063004017,32.39191818,NA,NA,NA,NA,38.69789886
6,France,1973,5.008,7.380597115,34.27933884,NA,NA,NA,NA,37.94067001
6,France,1974,5.594,13.64931965,42.39096451,NA,NA,NA,NA,37.5677681
6,France,1975,6.077,11.68593025,36.92750549,26.79999924,NA,NA,NA,37.6620903
6,France,1976,6.673,9.62549305,39.89237213,NA,NA,NA,NA,37.49076843
6,France,1977,7.292,9.494556427,40.84986496,NA,NA,NA,NA,36.88101959
6,France,1978,8.031,9.250558853,39.48852921,NA,NA,NA,NA,36.23006058
6,France,1979,8.948,10.64673996,41.87905121,NA,NA,NA,NA,35.84072876
6,France,1980,9.891,13.53911018,44.26931763,34.5,0.278059989,0.328700006,27.23600006,36.03030014
6,France,1981,10.929,13.33333015,46.10194016,NA,NA,NA,NA,35.17298889
6,France,1982,11.869,11.97848034,45.50130463,NA,NA,NA,NA,34.09864044
6,France,1983,12.518,9.459547997,45.12783813,NA,NA,NA,NA,33.51457977
6,France,1984,13.145,7.673802853,47.64642715,NA,NA,NA,NA,33.1211586
6,France,1985,13.746,5.831099033,47.15917587,36.29999924,NA,NA,NA,32.78712845
6,France,1986,14.308,2.538527012,41.34467316,NA,NA,NA,NA,31.80394936
6,France,1987,14.94,3.288897991,41.14437103,NA,NA,NA,NA,30.94017982
6,France,1988,16.04,2.700817108,42.52645493,NA,NA,NA,NA,30.74394989
6,France,1989,17.193,3.498301983,45.68644333,NA,NA,NA,NA,30.22196007
6,France,1990,18.244,3.380057096,45.13056946,36.90000153,NA,NA,NA,29.69997978
6,France,1991,19.021,3.216934919,45.04747009,NA,NA,NA,NA,29.52016068
6,France,1992,19.746,2.365765095,44.02611923,NA,NA,NA,NA,29.15712929
6,France,1993,19.92,2.10600996,41.84120941,NA,NA,NA,NA,27.45125008
6,France,1994,20.695,1.660873055,43.40137863,NA,NA,NA,NA,27.18095016
6,France,1995,21.545,1.778115988,44.69141006,37.29999924,NA,NA,NA,27.27589989
6,France,1996,22.288,2.008362055,45.60446167,NA,NA,NA,NA,26.60660934
6,France,1997,23.37,1.200322032,49.36040115,NA,NA,NA,NA,26.04122925
6,France,1998,24.412,0.67259711,NA,NA,NA,NA,NA,25.94564056
6,France,1999,25.111,0.5,NA,NA,NA,NA,NA,25.49263954
6,France,2000,26.69,1.691542029,NA,37.29999924,NA,NA,NA,25.48118973
6,France,2001,28.043,1.663404942,NA,NA,NA,NA,NA,25.50169945
6,France,2002,28.829,1.92492795,NA,NA,NA,NA,NA,25.30812073
6,France,2003,29.21,2.101038933,NA,NA,NA,NA,NA,24.47356987
7,West Germany,1960,2.284,NA,35.45968246,61,NA,NA,NA,44.98724365
7,West Germany,1961,2.388,2.515723228,33.83678436,NA,NA,NA,NA,NA
7,West Germany,1962,2.527,2.760736227,33.46637726,NA,NA,NA,NA,NA
7,West Germany,1963,2.61,2.98507452,34.16062927,NA,NA,NA,NA,NA
7,West Germany,1964,2.806,2.318840504,34.56613922,NA,NA,NA,NA,NA
7,West Germany,1965,3.005,3.399433374,35.81679916,58.90000153,NA,NA,NA,NA
7,West Germany,1966,3.168,3.561643839,36.62822723,NA,NA,NA,NA,NA
7,West Germany,1967,3.241,1.587301612,37.22666168,NA,NA,NA,NA,NA
7,West Germany,1968,3.571,1.041666627,39.09016037,NA,NA,NA,NA,NA
7,West Germany,1969,3.998,2.061855555,40.57123566,NA,NA,NA,NA,NA
7,West Germany,1970,4.367,3.282828331,40.31837845,57,NA,NA,NA,38.21701431
7,West Germany,1971,4.686,5.134474277,39.73991394,NA,NA,NA,NA,48.00125885
7,West Germany,1972,5.055,5.348837376,39.23000336,NA,NA,NA,NA,46.94689178
7,West Germany,1973,5.553,6.843266964,40.75988007,NA,NA,NA,NA,46.53435898
7,West Germany,1974,6.074,6.818181992,48.3936882,NA,NA,NA,NA,45.70886993
7,West Germany,1975,6.603,5.99613142,46.45782852,46.79999924,NA,NA,NA,43.37009048
7,West Germany,1976,7.367,4.379561901,49.10308075,NA,NA,NA,NA,43.61360931
7,West Germany,1977,8.09,3.496503592,48.564785,NA,NA,NA,NA,43.16601944
7,West Germany,1978,8.928,2.533783674,47.0717926,NA,NA,NA,NA,42.96508026
7,West Germany,1979,10.067,3.789126873,49.48575211,NA,NA,NA,NA,43.08098984
7,West Germany,1980,11.083,5.238095284,53.33618546,52.5,0.337379992,0.325639993,27.01799774,36.04203033
7,West Germany,1981,12.115,6.334841728,56.67341995,NA,NA,NA,NA,35.42348862
7,West Germany,1982,12.761,5.390070915,57.34183884,NA,NA,NA,NA,34.7784729
7,West Germany,1983,13.519,3.230148077,55.48263931,NA,NA,NA,NA,35.08514404
7,West Germany,1984,14.481,2.346805811,58.7918129,NA,NA,NA,NA,34.51585007
7,West Germany,1985,15.291,2.038216591,61.51943207,58.5,NA,NA,NA,34.85138702
7,West Germany,1986,15.998,-0.249687895,55.11741257,NA,NA,NA,NA,34.36679459
7,West Germany,1987,16.679,0.125156447,52.91487503,NA,NA,NA,NA,34.09018707
7,West Germany,1988,17.786,1.125,53.91034317,NA,NA,NA,NA,33.77233505
7,West Germany,1989,18.994,2.843016148,57.66485214,NA,NA,NA,NA,33.96273041
7,West Germany,1990,20.465,2.764423132,58.36149979,56.20000076,NA,NA,NA,NA
7,West Germany,1991,21.602,3.742690086,NA,NA,NA,NA,NA,NA
7,West Germany,1992,22.154,4.058624744,NA,NA,NA,NA,NA,NA
7,West Germany,1993,21.878,3.683640242,NA,NA,NA,NA,NA,NA
7,West Germany,1994,22.371,2.821316719,NA,NA,NA,NA,NA,NA
7,West Germany,1995,23.035,1.626016259,NA,NA,NA,NA,NA,NA
7,West Germany,1996,23.742,1.299999952,NA,NA,NA,NA,NA,NA
7,West Germany,1997,24.156,1.776900291,NA,NA,NA,NA,NA,NA
7,West Germany,1998,24.931,0.872938871,NA,NA,NA,NA,NA,NA
7,West Germany,1999,25.755,0.673076928,NA,NA,NA,NA,NA,NA
7,West Germany,2000,26.943,NA,NA,NA,NA,NA,NA,NA
7,West Germany,2001,27.449,NA,NA,NA,NA,NA,NA,NA
7,West Germany,2002,28.348,NA,NA,NA,NA,NA,NA,NA
7,West Germany,2003,28.855,NA,NA,NA,NA,NA,NA,NA
8,Italy,1960,1.62,NA,26.57342911,13.89999962,NA,NA,NA,NA
8,Italy,1961,1.763,2.702702999,26.88328171,NA,NA,NA,NA,NA
8,Italy,1962,1.9,3.947367907,27.11723709,NA,NA,NA,NA,NA
8,Italy,1963,2.021,7.594936848,27.78547096,NA,NA,NA,NA,NA
8,Italy,1964,2.093,5.882352829,26.75519943,NA,NA,NA,NA,NA
8,Italy,1965,2.205,4.444445133,27.67775536,14.10000038,NA,NA,NA,NA
8,Italy,1966,2.4,3.191488981,29.030056,NA,NA,NA,NA,NA
8,Italy,1967,2.624,3.092782974,29.30025673,NA,NA,NA,NA,NA
8,Italy,1968,2.91,2,29.87667274,NA,NA,NA,NA,NA
8,Italy,1969,3.227,1.960783958,31.84476852,NA,NA,NA,NA,NA
8,Italy,1970,3.602,4.807693005,32.85418701,17.5,NA,NA,NA,NA
8,Italy,1971,3.834,5.504587173,33.22465897,NA,NA,NA,NA,40.38537979
8,Italy,1972,4.101,5.217391014,34.73353958,NA,NA,NA,NA,39.51486969
8,Italy,1973,4.594,10.74380016,36.74185562,NA,NA,NA,NA,40.68503952
8,Italy,1974,5.24,19.4029808,44.55847931,NA,NA,NA,NA,42.32258987
8,Italy,1975,5.601,16.875,41.32477188,18.60000038,NA,NA,NA,41.31369019
8,Italy,1976,6.288,16.57753944,45.42570114,NA,NA,NA,NA,42.21162033
8,Italy,1977,6.821,17.43119049,45.85133362,NA,NA,NA,NA,41.67761993
8,Italy,1978,7.542,12.10937977,45.11474228,NA,NA,NA,NA,41.04507065
8,Italy,1979,8.594,14.63414955,47.70630646,NA,NA,NA,NA,40.67570877
8,Italy,1980,9.643,21.27659988,46.65439606,29.20000076,0.372779995,0.324519992,26.72800064,40.37955856
8,Italy,1981,10.593,17.79449081,48.83624649,NA,NA,NA,NA,39.03865051
8,Italy,1982,11.275,16.38298035,47.11219788,NA,NA,NA,NA,38.13298035
